Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD),Duration
331258088,01/04/2024 01:05,01/04/2024 15:30,SGDCHF,Buy,0.02,0.0,0.0,0.64,0.64,0.0,0.0,0.0,4.41,0.04,Buy Baby Termite: SGDCHF,12345,,,,,,,,,,,,,0 days 14:25:13
331156504,01/02/2024 16:55,01/04/2024 11:30,EURSGD,Buy,0.02,0.0,0.0,1.45187,1.45481,0.0,0.0,29.4,4.41,0.04,Buy Baby Termite: EURSGD,12345,,,,,,,,,,,,,1 days 18:35:18
331257806,01/04/2024 00:50,01/04/2024 10:20,EURCHF,Buy,0.02,0.0,0.0,0.9274,0.92931,0.0,0.0,19.1,4.48,0.04,Buy Baby Termite: EURCHF,12345,,,,,,,,,,,,,0 days 09:30:21
331234125,01/03/2024 17:55,01/04/2024 08:28,GBPAUD,Sell,0.02,0.0,0.0,1.8818,1.87854,0.0,0.0,32.6,4.37,0.04,Sell Baby Termite: GBPAUD,12345,,,,,,,,,,,,,0 days 14:33:40
330679015,12/20/2023 23:05,01/04/2024 07:35,SGDJPY,Buy,0.02,0.0,0.0,107.85,108.161,0.0,0.0,31.1,4.31,0.04,Buy Baby Termite: SGDJPY,12345,,,,,,,,,,,,,14 days 08:30:10
331228919,01/03/2024 16:40,01/04/2024 05:19,AUDSGD,Buy,0.02,0.0,0.0,0.89207,0.89505,0.0,0.0,29.8,4.46,0.04,Buy Baby Termite: AUDSGD,12345,,,,,,,,,,,,,0 days 12:39:30
331146762,01/02/2024 14:40,01/03/2024 21:27,GBPUSD,Buy,0.02,0.0,0.0,1.26488,1.26709,0.0,0.0,22.1,4.42,0.04,Buy Baby Termite: GBPUSD,12345,,,,,,,,,,,,,1 days 06:47:28
331192620,01/03/2024 05:15,01/03/2024 17:46,EURCAD,Sell,0.02,0.0,0.0,1.45935,1.4564,0.0,0.0,29.5,4.4,0.04,Sell Baby Termite: EURCAD,12345,,,,,,,,,,,,,0 days 12:31:22
331208236,01/03/2024 11:05,01/03/2024 12:39,EURJPY,Sell,0.02,0.0,0.0,156.225,155.91,0.0,0.0,31.5,4.39,0.04,Sell Baby Termite: EURJPY,12345,,,,,,,,,,,,,0 days 01:34:18
330797580,12/22/2023 11:25,01/03/2024 12:12,USDHKD,Sell,0.06,0.0,0.0,7.81308,7.80612,0.0,0.0,69.6,5.32,0.05,Sell Baby Termite: USDHKD,12345,,,,,,,,,,,,,12 days 00:47:04
330624701,12/20/2023 06:15,01/03/2024 12:12,USDHKD,Sell,0.02,0.0,0.0,7.80399,7.80622,0.0,0.0,-22.3,-0.57,-0.01,Sell Baby Termite: USDHKD,12345,,,,,,,,,,,,,14 days 05:57:04
331121146,01/02/2024 07:45,01/02/2024 17:32,EURAUD,Buy,0.02,0.0,0.0,1.61465,1.61792,0.0,0.0,32.7,4.41,0.04,Buy Baby Termite: EURAUD,12345,,,,,,,,,,,,,0 days 09:47:43
331121144,01/02/2024 07:45,01/02/2024 15:49,AUDSGD,Sell,0.02,0.0,0.0,0.90269,0.89976,0.0,0.0,29.3,4.4,0.04,Sell Baby Termite: AUDSGD,12345,,,,,,,,,,,,,0 days 08:04:36
331144954,01/02/2024 14:10,01/02/2024 14:30,GBPJPY,Buy,0.02,0.0,0.0,179.537,179.844,0.0,0.0,30.7,4.3,0.04,Buy Baby Termite: GBPJPY,12345,,,,,,,,,,,,,0 days 00:20:43
331132331,01/02/2024 11:00,01/02/2024 12:59,GBPCHF,Sell,0.02,0.0,0.0,1.0775,1.07563,0.0,0.0,18.7,4.39,0.04,Sell Baby Termite: GBPCHF,12345,,,,,,,,,,,,,0 days 01:59:04
331125966,01/02/2024 09:20,01/02/2024 12:00,GBPUSD,Sell,0.02,0.0,0.0,1.27383,1.27159,0.0,0.0,22.4,4.48,0.04,Sell Baby Termite: GBPUSD,12345,,,,,,,,,,,,,0 days 02:40:20
330977799,12/28/2023 11:15,01/02/2024 11:14,GBPJPY,Buy,0.02,0.0,0.0,180.315,180.625,0.0,0.0,31.0,4.35,0.04,Buy Baby Termite: GBPJPY,12345,,,,,,,,,,,,,4 days 23:59:04
331048803,12/29/2023 11:00,01/02/2024 07:07,GBPAUD,Sell,0.02,0.0,0.0,1.86727,1.86404,0.0,0.0,32.3,4.39,0.04,Sell Baby Termite: GBPAUD,12345,,,,,,,,,,,,,3 days 20:07:38
